category,image,link,price,product_code,product_name
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_56222_o_cam_dien_elpa_esu_vni43_4_o_dien_5_cong_tac_3m_2xusb_1.jpg,https://www.hanoicomputer.vn/o-cam-dien-elpa-esu-vni43-4-o-dien-5-cong-tac-3m-2xusb,339000,OCAM071,"Ổ cắm điện ELPA ESU-VNI43 (4 ổ điện, 5 công tắc, 3m, 2xUSB)"
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_43815_anh_balo_league_of_legend___im_adc.jpg,https://www.hanoicomputer.vn/balo-league-of-legend-im-adc,259000,TUIB042,Balo League of Legend - I'm ADC
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_56990_balo_coolbell_cb_6008_den_1.jpg,https://www.hanoicomputer.vn/balo-coolbell-cb-6008-den,359000,BALO531,Balo Coolbell CB-6008 15.6 inch màu đen
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_51929_c___p_laptop_17_inch_coolbell_2068_m__u_ghi.jpg,https://www.hanoicomputer.vn/cap-laptop-17-inch-coolbell-2068-mau-ghi,439000,CAPD143,Cặp Laptop 17 inch Coolbell 2068 màu ghi
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_64075_,https://www.hanoicomputer.vn/cap-laptop-17-inch-coolbell-2068-mau-ghi-tlv5,249000,HCTL741,Cặp Laptop 17 inch Coolbell 2068 màu ghi (Hàng Thanh Lý)
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_59171_cap_laptop_targus_tss898_72_15_6_inch_3.jpg,https://www.hanoicomputer.vn/cap-laptop-targus-tss898-72-15.6-inch,449000,CAPD154,Cặp Laptop TARGUS TSS898-72 15.6 inch
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_57399_tui_chong_soc_soc_vai_lot_ni_cao_cap_14_inch_den_xam_1.jpg,https://www.hanoicomputer.vn/tui-chong-soc-soc-vai-lot-ni-cao-cap-14-inch-den-xam,149000,TUID226,Túi chống sốc sốc vải lót nỉ cao cấp 14 inch Đen/Xám
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_64245_cap_hdmi_dai_5m_lention_hh20_p2_5m_ho_tro_4k_2.png,https://www.hanoicomputer.vn/cap-hdmi-dai-5m-lention-hh20-p2-5m-ho-tro-4k,199000,CABH431,Cáp HDMI dài 5M Lention HH20-P2-5M hỗ trợ 4K
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_41952_c__p_chuy___n_typec_sang_vga_rcv_gd_orico.jpg,https://www.hanoicomputer.vn/cap-chuyen-typec-sang-vga-rcv-gd-orico,439000,GIAC150,Cáp chuyển đổi từ TypeC sang VGA Orico RCV-GD/SV/SG
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_49918_giac_chuyen_doi_tu_usb_typec_sang_vga_lan_usb_3_0_ugreen_30439.jpg,https://www.hanoicomputer.vn/giac-chuyen-doi-tu-usb-typec-sang-vga-lan-usb-3-0-ugreen-30439,1059000,GIAC131,Giắc chuyển đổi từ USB Type C sang VGA + LAN + USB 3.0 Ugreen 30439
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_53558_cap_chuyen_doi_tu_usb_2_0_sang_rs232_dai_1m_vention.jpg,https://www.hanoicomputer.vn/cap-chuyen-doi-tu-usb-2.0-sang-rs232-dai-1m-vention,239000,CABL526,Cáp chuyển đổi từ USB 2.0 sang RS232 dài 1m Vention VAS-C02-S100
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_58509_anker_a8433_powerline_ii_lightning_6ft_1_8m_white.jpg,https://www.hanoicomputer.vn/anker-a8433-powerline-ii-lightning-6ft-1-8m-white,389000,CABL588,"Cáp sạc điện thoại Anker A8433 PowerLine II Lightning 6ft 1,8m - White"
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_60508_hop_dung_5_o_cung_orico_9558u3_bk_den_3.png,https://www.hanoicomputer.vn/hop-dung-5-o-cung-orico-9558u3-bk-den,3699000,HDBO099,Hộp đựng 5 ổ cứng Orico 9558U3-BK Đen (Tương thích 3.5 inch và 2.5 inch)
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_55787_hop_dung_o_cung_ssd_m_2_nvme_ugreen_60354_chuan_ket_noi_usb_type_c_1.jpg,https://www.hanoicomputer.vn/hop-dung-o-cung-ssd-m.2-nvme-ugreen-60354-chuan-ket-noi-usb-type-c,1009000,HDBO158,Hộp đựng ổ cứng SSD M.2 NVMe Ugreen 60354 chuẩn kết nối USB Type C
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_50524_ban_phim_laptop_asus_0_phim_to.jpg,https://www.hanoicomputer.vn/ban-phim-laptop-asus-x441-mau-den-oem,0,BPAS005,Bàn phím Laptop Asus X441 Màu đen (OEM)
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_34424_b____chia_usb_vention_vas_j43_b050_0_5m_t____1_ra_4_c___ng_usb_2_0.jpg,https://www.hanoicomputer.vn/bo-chia-usb-vention-05m-to-1-ra-4-cong-usb20,159000,BOCH128,Bộ Chia/Hub USB Vention VAS-J43-B050 0.5m Từ 1 Ra 4 Cổng USB  2.0
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_41999_b____chia_usb_orico_w8ph4_t____1_ra_4_c___ng_usb_3_0___en.jpg,https://www.hanoicomputer.vn/bo-chia-usb-tu-1-ra-4-cong-usb-3.0-w8ph4-orico-den,269000,BOCH155,Bộ Chia USB Orico W8PH4 Từ 1 Ra 4 Cổng USB 3.0 Đen
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_64285_ke_de_laptop_man_hinh_orico_kcs1_sv_bp_mau_bac_6.jpg,https://www.hanoicomputer.vn/ke-de-laptop-man-hinh-orico-kcs1-sv-bp-mau-bac,549000,KEMA011,"Kệ để laptop, màn hình ORICO KCS1-SV-BP Màu bạc"
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_60873_bo_chia_usb_orico_ih20p_eu_bk_tu_1_ra_20_cong_usb_2_0.jpg,https://www.hanoicomputer.vn/bo-chia-usb-orico-ih20p-eu-bk-tu-1-ra-20-cong-usb-2-0,2299000,BOCH200,Bộ chia USB Orico IH20P-EU-BK (Từ 1 ra 20 cổng USB 2.0)
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_34619_cable_hdmi_20m_vention_version.jpg,https://www.hanoicomputer.vn/cable-hdmi-20m-vention-version-14,1109000,CABH171,Cáp HDMI 20m Vention VDH-A01-B2000 chuẩn 1.4
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_48432_c__p_hdmi_1m_ugreen_50106__carbon__chu___n_4k_60mhz.jpg,https://www.hanoicomputer.vn/cap-hdmi-2.0-carbon-2m-chuan-4k60mhz-ugreen-50108-ma-vang-cao-cap,279000,CABH396,"Cáp HDMI 2m Ugreen 50108, Carbon, chuẩn 4K@60MHz, mạ vàng cao cấp"
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_48434_c__p_hdmi_5m_ugreen_50110.jpg,https://www.hanoicomputer.vn/cap-hdmi-2.0-carbon-5m-chuan-4k60mhz-ugreen-50110-ma-vang-cao-cap,609000,CABH398,"Cáp HDMI 5m Ugreen 50110, Carbon, chuẩn 4K@60MHz, mạ vàng cao cấp"
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_57392_cap_hdmi_unitek_y_c171_30m_chuan_1_4_1.jpg,https://www.hanoicomputer.vn/cap-hdmi-unitek-y-c171-30m-chuan-1-4,2019000,CABH380,Cáp HDMI Unitek Y-C171 30m chuẩn 1.4
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_55630_c__p_chuy___n______i_usb_ra_c___ng_3_5__1_audio_v___1_mic_.jpg,https://www.hanoicomputer.vn/cap-chuyen-doi-usb-ra-cong-3.5-1-audio-va-1-mic,79000,GIAC257,Cáp chuyển đổi USB ra cổng 3.5 (1 Audio và 1 Mic)
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_57666_cap_chuyen_doi_11_trong_1_orico_mc_u111p_1.jpg,https://www.hanoicomputer.vn/cap-chuyen-doi-11-trong-1-orico-mc-u111p,1499000,GIAC283,Cáp chuyển đổi 11 trong 1 ORICO MC-U111P (Từ TypeC sang PD3.0*1; USB3.0*4 ; TF3.0/SD3.0*1; VGA*1； HDMI*1; LAN*1;Audio*1)
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_62367_bo_chuyen_doi_type_c_4_trong_1_lention_c23s_xam_15.jpg,https://www.hanoicomputer.vn/bo-chuyen-doi-type-c-4-trong-1-lention-c23s-xam,749000,GIAC342,"Bộ chuyển đổi Type C 4 trong 1 Lention C23s, xám"
"Phụ Kiện Laptop, PC, Khác",https://hanoicomputercdn.com/media/product/250_64098_,https://www.hanoicomputer.vn/bo-chuyen-doi-asus-ai-tu-usb-c-sang-giac-3-5-mm-mic-chong-on-tlv5,299000,HCTL770,Bộ chuyển đổi khử tiếng ồn ASUS AI Noise Canceling Mic Adapter (Hàng Thanh Lý)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_61621_laptop_acer_gaming_aspire_7_a715_42g_18.jpg,https://www.hanoicomputer.vn/laptop-acer-gaming-aspire-7-a715-42g-r4xx-nh.qaysv.003-r5-5500u-8gb-ram-256gb-ssd-15.6-inch-fhd-gtx1650-4g-win11-den-2021,18299000,LTAC777,Laptop Acer Gaming Aspire 7 A715-42G-R4XX (NH.QAYSV.008) (R5 5500U/8GB RAM/256GB SSD/15.6 inch FHD/GTX1650 4G/Win11/Đen) (2021)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_63303_laptop_asus_vivobook_m3401qa_7.jpg,https://www.hanoicomputer.vn/laptop-asus-vivobook-m3401qa-km040w-win11-xanh,21499000,LTAU660,Laptop Asus VivoBook M3401QA-KM040W (R7 5800H/8GB RAM/512GB SSD/14 Oled 2.8K/Win11/Xanh)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_64019_laptop_asus_gaming_tuf_fa506ihr_9.jpg,https://www.hanoicomputer.vn/laptop-asus-gaming-tuf-fa506ihr-hn019w-win11-den,19199000,LTAU680,Laptop Asus Gaming TUF FA506IHR-HN019W (R5 4600H/8GB RAM/512GB SSD/15.6 FHD 144hz/GTX 1650 4GB/Win11/Đen)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_60790_laptop_acer_gaming_nitro_5_eagle_17.png,https://www.hanoicomputer.vn/laptop-acer-gaming-nitro-5-eagle-an515-57-54mv-nhqensv003-win-11-moi-nhat-den-2021,23999000,LTAC765,Laptop Acer Gaming Nitro 5 Eagle AN515-57-54MV (NH.QENSV.003) (i5 11400H/8GB Ram/512GB SSD/RTX3050 4G/15.6 inch FHD 144Hz/Win 11 mới nhất/Đen) (2021)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_63613_laptop_asus_zenbook_ux425ea_29.png,https://www.hanoicomputer.vn/laptop-asus-zenbook-ux425ea-ki839w-win11-cap-usb-to-lan-xam,21999000,LTAU674,Laptop Asus ZenBook UX425EA-KI839W (i5 1135G7/8GB RAM/512GB SSD/14 FHD/Win11/Cáp USB to LAN/Xám)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_64404_laptop_asus_gaming_tuf_fx517zc_hacom_6.png,https://www.hanoicomputer.vn/laptop-asus-gaming-tuf-fx517zc-hn077w-win11-den,26999000,LTAU692,Laptop Asus Gaming TUF FX517ZC-HN077W (i5 12450H/8GB RAM/512GB SSD/15.6 FHD 144hz/RTX 3050 4GB/Win11/Đen)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_53486_microsoft_surface_pro_7_4.png,https://www.hanoicomputer.vn/microsoft-surface-pro-7-i5-8gb-ram-bac,20399000,LTSU040,"Microsoft Surface Pro 7 (VDV-00001/VDV-0007/QDW-00001) (i5 1035G4/8GB RAM/128GB SSD/12.3""/Win10 Home/Bạc)(Bảo hành tại HACOM)"
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_55520_laptop_acer_aspire_7_a715_18.jpg,https://www.hanoicomputer.vn/laptop-acer-gaming-aspire-7-a715-41g-r282-nh.q8ssv.005-ryzen-5-3550h-8gb-ram-512gb-ssd-gtx1650ti-4g-ddr6-15.6-inch-fhd-ips-win10-den,18699000,LTAC704,Laptop Acer Gaming Aspire 7 A715-41G-R282 (NH.Q8SSV.005) (Ryzen 5 3550H/8GB RAM/512GB SSD/GTX1650Ti 4G DDR6/15.6 inch FHD IPS/Win10/Đen
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_55725_microsoft_surface_pro_7_qdx_00001_bac_3.jpg,https://www.hanoicomputer.vn/microsoft-surface-pro-7-qdx-00001-bac,24999000,LTSU055,"Microsoft Surface Pro 7 (i5 1035G4/8GB RAM/256GB SSD/12.3""/Win10 Home/Bạc) (Bảo hành tại HACOM)"
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_55967_surface_laptop_go_i5_1035g1_8gb_ram_128gb_ssd_12_4_cam_ung_win_10_bac_6.png,https://www.hanoicomputer.vn/surface-laptop-go-i5-1035g1-8gb-ram-128gb-ssd-12-4-cam-ung-win-10-bac,17999000,LTSU066,Surface Laptop Go (THH-00001)(i5 1035G1/8GB RAM/128GB SSD/12.4 Cảm ứng/Win 10/Bạc)(Bảo hành tại HACOM)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_55968_surface_laptop_go_i5_1035g1_8gb_ram_128gb_ssd_12_4_cam_ung_win_10_xanh_6.png,https://www.hanoicomputer.vn/surface-laptop-go-i5-1035g1-8gb-ram-128gb-ssd-12-4-cam-ung-win-10-xanh,17999000,LTSU067,Surface Laptop Go (THH-00024) (i5 1035G1/8GB RAM/128GB SSD/12.4 Cảm ứng/Win 10/Xanh)(Bảo hành tại HACOM)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_55969_surface_laptop_go_i5_1035g1_8gb_ram_128gb_ssd_12_4_cam_ung_win_10_vang_6.png,https://www.hanoicomputer.vn/surface-laptop-go-i5-1035g1-8gb-ram-128gb-ssd-12-4-cam-ung-win-10-vang,17999000,LTSU068,Surface Laptop Go (THH-00035)(i5 1035G1/8GB RAM/128GB SSD/12.4 Cảm ứng/Win 10/Vàng)(Bảo hành tại HACOM)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_55971_surface_laptop_go_i5_1035g1_8gb_ram_256gb_ssd_12_4_cam_ung_win_10_xanh_6.png,https://www.hanoicomputer.vn/surface-laptop-go-i5-1035g1-8gb-ram-256gb-ssd-12-4-cam-ung-win-10-xanh,21499000,LTSU070,Surface Laptop Go (THJ-00024)(i5 1035G1/8GB RAM/256GB SSD/12.4 Cảm ứng/Win 10/Xanh)(Bảo hành tại HACOM)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_56292_laptop_acer_aspire_a515_56_18.png,https://www.hanoicomputer.vn/laptop-acer-aspire-a515-56-54pk-nx-a1gsv-002-bac,18099000,LTAC712,Laptop Acer Aspire 5 A515-56-54PK (NX.A1GSV.002) (i5 1135G7/8GB RAM/512GB SSD/15.6 inch FHD/Win10/Bạc)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_56293_laptop_acer_aspire_a514_54_20.jpg,https://www.hanoicomputer.vn/laptop-acer-aspire-a514-54-540f-nx-a28sv-005-bac,18489000,LTAC713,Laptop Acer Aspire 5 A514-54-540F (NX.A28SV.005) (i5 1135G7/8GB RAM/512GB SSD/14.0 inch FHD/Win10/Bạc)
"PC Văn Phòng, AIO, Mini PC",https://hanoicomputercdn.com/media/product/250_62144_ideacentre_aio_3_24itl6_ct2_04.png,https://www.hanoicomputer.vn/pc-lenovo-ideacentre-all-in-one-3-24itl6-i5-1135g7-8gb-ram-256gb-ssd-23.8-inch-fhd-wl-bt-k-m-win-11-f0g000xfvn,18999000,PCLE242,PC Lenovo IdeaCentre All in One 3 24ITL6 (i5-1135G7/8GB RAM/256GB SSD/23.8 inch FHD/WL+BT/K+M/Win 11) (F0G000XFVN)
"PC Văn Phòng, AIO, Mini PC",https://hanoicomputercdn.com/media/product/250_62602_pc_asus_all_in_one_m3400wu.jpg,https://www.hanoicomputer.vn/pc-asus-all-in-one-m3400wu-r3-5300u-8gb-ram-512gb-ssd-23.8-inch-full-hd-touch-wl-bt-k-m-win-10-m3400wuat-ba027t,16799000,PCAS202,PC Asus All in One M3400WU (R3 5300U/8GB RAM/512GB SSD/23.8 inch Full HD/Touch/WL+BT/K+M/Win 10) (M3400WUAT-BA027T)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_56515_vosro3405__4_.png,https://www.hanoicomputer.vn/laptop-dell-vostro-3405-v4r53500u001w-den,14599000,LTDL164,Laptop Dell Vostro 3405 (V4R53500U001W) (R5 3500U 4GB RAM/256GB SSD/14.0 inch FHD/Win10/Đen)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_56516_vosro3405__4_.png,https://www.hanoicomputer.vn/laptop-dell-vostro-3405-v4r53500u003w-den,16099000,LTDL165,Laptop Dell Vostro 3405 (V4R53500U003W) (R5 3500U 8GB RAM/512GB SSD/14.0 inch FHD/Win10/Đen)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_56517_7306__4_.png,https://www.hanoicomputer.vn/laptop-dell-inspiron-7306-n3i5202w-den,27069000,LTDL166,Laptop Dell Inspiron 7306 (N3I5202W) (i5 1135G7 8GB RAM/512GB SSD/13.3 inch FHD 300nits Touch/Bút cảm ứng/Win10/Đen)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_56561_mba__4_.png,https://www.hanoicomputer.vn/apple-macbook-air-13-mgn63sa-a-xam-new,24999000,LTMA082,Apple Macbook Air 13 (MGN63SA/A) (Apple M1/8GB RAM/256GB SSD/13.3 inch IPS/Mac OS/Xám) (NEW)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_56562_mba__4_.png,https://www.hanoicomputer.vn/apple-macbook-air-13-mgn93sa-a-bac-new,24999000,LTMA083,Apple Macbook Air 13 (MGN93SA/A) (Apple M1/8GB RAM/256GB SSD/13.3 inch IPS/Mac OS/Bạc) (NEW)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_56563_macbook_air_m1__4_.png,https://www.hanoicomputer.vn/apple-macbook-air-13-mgnd3sa-a-vang-new,24999000,LTMA084,Apple Macbook Air 13 (MGND3SA/A) (Apple M1/8GB RAM/256GB SSD/13.3 inch IPS/Mac OS/Vàng) (NEW)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_56567_mbpm1__5_.png,https://www.hanoicomputer.vn/apple-macbook-pro-13-touchbar-myd82sa-a-xam-new,32989000,LTMA088,Apple Macbook Pro 13 Touchbar (MYD82SA/A) (Apple M1/8GB RAM/256GB SSD/13.3 inch IPS/Mac OS/Xám) (NEW)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_56568_mbp_m1__6_.png,https://www.hanoicomputer.vn/apple-macbook-pro-13-touchbar-myda2sa-a-bac-new,32689000,LTMA089,Apple Macbook Pro 13 Touchbar (MYDA2SA/A) (Apple M1/8GB RAM/256GB SSD/13.3 inch IPS/Mac OS/Bạc) (NEW)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_56570_mbp_m1__6_.png,https://www.hanoicomputer.vn/apple-macbook-pro-13-touchbar-mydc2sa-a-bac-new,37699000,LTMA091,Apple Macbook Pro 13 Touchbar (MYDC2SA/A) (Apple M1/8GB RAM/512GB SSD/13.3 inch IPS/Mac OS/Bạc) (NEW)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_56657_n7306__9_.png,https://www.hanoicomputer.vn/laptop-dell-inspiron-n7306-p125g002n7306a-den,33499000,LTDL167,Laptop Dell Inspiron N7306 (P125G002N7306A) (i7 1165G7 16GB RAM/512GB SSD/13.3 inch UHD Touch/Bút cảm ứng/Win10/Đen)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_56760_inspiron3505__4_.png,https://www.hanoicomputer.vn/laptop-dell-inspiron-3505-y1n1t1-r3-3250u-8gb-ram-256gb-ssd-15.6-inch-fhd-win10-den,14689000,LTDL171,Laptop Dell Inspiron 3505 (Y1N1T1) (R3 3250U 8GB RAM/256GB SSD/15.6 inch FHD/Win10/Đen)
"Laptop, Máy Tính Xách Tay",https://hanoicomputercdn.com/media/product/250_56765_conceptd_3_ezel__15_.png,https://www.hanoicomputer.vn/laptop-do-hoa-conceptd-3-ezel-pro-cc314-72p-75eg-nxc5ksv001-trang,52519000,LTCD001,Laptop Đồ họa ConceptD 3 Ezel Pro CC314-72P-75EG (NX.C5KSV.001 ) (i7 10750H/16GB RAM/1TB SSD/Quadro™ T1000/14 inch FHD Touch/Bút/Win10 Pro/Trắng)
"PC Văn Phòng, AIO, Mini PC",https://hanoicomputercdn.com/media/product/250_59273_hp_200_g4_01.jpg,https://www.hanoicomputer.vn/pc-hp-all-in-one-200-pro-g4-i3-10110u-4gb-ram-256gb-ssd-dvdrw-21.5-inch-fhd-wl-bt-k-m-win-10-2j860pa,13799000,PCHP544,PC HP All in One 200 Pro G4 (i3-10110U/4GB RAM/256GB SSD/DVDRW/21.5 inch FHD/ WL+BT/K+M/Win 10) (2J860PA)
"PC Văn Phòng, AIO, Mini PC",https://hanoicomputercdn.com/media/product/250_61127_dell_5490.png,https://www.hanoicomputer.vn/pc-dell-optiplex-all-in-one-5490-i3-10105t-4gb-ram-1tb-hdd-23.8-inch-fhd-wl-bt-k-m-ubuntu,18399000,PCDE725,PC Dell OptiPlex All in One 5490 (i3-10105T/4GB RAM/1TB HDD/23.8 inch FHD/WL+BT/K+M/Ubuntu)
"PC Văn Phòng, AIO, Mini PC",https://hanoicomputercdn.com/media/product/250_58442_hp_all_in_one_205_pro_g4.jpg,https://www.hanoicomputer.vn/pc-hp-all-in-one-205-pro-g4-31y21pa,16599000,PCHP634,PC HP All in One 205 Pro G4 (Ryzen 5 4500U/8GB RAM/256GB SSD/23.8 inch FHD/DVDRW/WL+BT/K+M/Win 10) (31Y21PA)
"PC Văn Phòng, AIO, Mini PC",https://hanoicomputercdn.com/media/product/250_62603_59273_hp_200_g4_01.jpg,https://www.hanoicomputer.vn/pc-hp-all-in-one-200-pro-g4-i5-10210u-8gb-ram-256gb-ssd-dvdrw-21.5-inch-fhd-wl-bt-k-m-win-10-2j861pa,17199000,PCHP545,PC HP All in One 200 Pro G4 (i5-10210U/8GB RAM/256GB SSD/DVDRW/21.5 inch FHD/ WL+BT/K+M/Win 10) (2J861PA)
"PC Văn Phòng, AIO, Mini PC",https://hanoicomputercdn.com/media/product/250_61132_dell_7490.png,https://www.hanoicomputer.vn/pc-dell-optiplex-all-in-one-7490-i5-11500-8gb-ram-512gb-ssd-23.8-inch-fhd-wl-bt-k-m-ubuntu,33299000,PCDE730,PC Dell OptiPlex All in One 7490 (i5-11500/8GB RAM/512GB SSD/GTX1650/23.8 inch FHD/WL+BT/K+M/Ubuntu)
"PC Văn Phòng, AIO, Mini PC",https://hanoicomputercdn.com/media/product/250_61133_dell_7490.png,https://www.hanoicomputer.vn/pc-dell-optiplex-all-in-one-7490-i7-11700-8gb-ram-512gb-ssd-23.8-inch-fhd-wl-bt-k-m-ubuntu,37499000,PCDE731,PC Dell OptiPlex All in One 7490 (i7-11700/8GB RAM/512GB SSD/GTX1650/23.8 inch FHD/Touch/WL+BT/K+M/Ubuntu)
"PC Văn Phòng, AIO, Mini PC",https://hanoicomputercdn.com/media/product/250_62602_pc_asus_all_in_one_m3400wu.jpg,https://www.hanoicomputer.vn/pc-asus-all-in-one-m3400wu-r3-5300u-8gb-ram-512gb-ssd-23.8-inch-full-hd-touch-wl-bt-k-m-win-10-m3400wuat-ba027t,16799000,PCAS202,PC Asus All in One M3400WU (R3 5300U/8GB RAM/512GB SSD/23.8 inch Full HD/Touch/WL+BT/K+M/Win 10) (M3400WUAT-BA027T)
"PC Văn Phòng, AIO, Mini PC",https://hanoicomputercdn.com/media/product/250_58019_dell_vostro_3888_850x850.jpg,https://www.hanoicomputer.vn/pc-dell-vostro-3888-mt-i7-10700-8gb-ram-1tb-hdd-dvdrw-wl-bt-k-m-win10-mti78105w-8g-1t,17169000,PCDE686,PC Dell Vostro 3888 MT (i7-10700/8GB RAM/1TB HDD/DVDRW/WL+BT/K+M/Win10) (MTI78105W-8G-1T)
"PC Văn Phòng, AIO, Mini PC",https://hanoicomputercdn.com/media/product/250_59229_hp_prodesk_400_g7_mt.jpg,https://www.hanoicomputer.vn/pc-hp-prodesk-400-g7-mt-i3-10100-4gb-ram-256gb-ssd-wl-bt-k-m-win-10-46l59pa,9849000,PCHP657,PC HP ProDesk 400 G7 MT (i3-10100/4GB RAM/256GB SSD/WL+BT/K+M/Win 10) (46L59PA)
"PC Văn Phòng, AIO, Mini PC",https://hanoicomputercdn.com/media/product/250_59213_pc_hp_280_pro_g5_sff.jpg,https://www.hanoicomputer.vn/pc-hp-280-pro-g5-sff-i3-10100-8gb-ram-256gb-ssd-wl-bt-k-m-win-10-46l34pa,10149000,PCHP641,PC HP 280 Pro G5 SFF (i3-10100/8GB RAM/256GB SSD/WL+BT/K+M/Win 10) (46L34PA)
"PC Văn Phòng, AIO, Mini PC",https://hanoicomputercdn.com/media/product/250_60626_asus_e5202.jpg,https://www.hanoicomputer.vn/pc-asus-all-in-one-e5402wh-i5-11500b-8gb-ram-512gb-ssd-23.8-inch-full-hd-wl-bt-k-m-win-10-e5402what-ba042t,22799000,PCAS192,PC Asus All in One E5402WH (i5-11500B/8GB RAM/512GB SSD/23.8 inch Full HD/Touch/WL+BT/K+M/Win 10) (E5402WHAT-BA042T)
"PC Văn Phòng, AIO, Mini PC",https://hanoicomputercdn.com/media/product/250_59907_hp_pavilion_590_tp01_850x850.jpg,https://www.hanoicomputer.vn/pc-hp-pavilion-tp01-1002d-i3-10105-4gb-ram-1tb-hdd-dvdrw-wl-bt-k-m-win-10-46j97pa,9299000,PCHP664,PC HP Pavilion TP01-1002d (i3-10105/4GB RAM/1TB HDD/DVDRW/WL+BT/K+M/Win 10) (46J97PA)
"PC Văn Phòng, AIO, Mini PC",https://hanoicomputercdn.com/media/product/250_62143_ideacentre_aio_3_22itl6_ct2_04.png,https://www.hanoicomputer.vn/pc-lenovo-ideacentre-all-in-one-3-22itl6-i5-1135g7-8gb-ram-256gb-ssd-21.5-inch-fhd-touch-wl-bt-k-m-win-11-f0g500agvn,20099000,PCLE241,PC Lenovo IdeaCentre All in One 3 22ITL6 (i5-1135G7/8GB RAM/256GB SSD/21.5 inch FHD/Touch/WL+BT/K+M/Win 11) (F0G500AGVN)
